timestamp,percent,status,plugged_in,seconds_left,power_watts,kb_count,mouse_count,net_sent_mb,net_recv_mb
2026-05-23 14:18:02,94,charging,True,-1,0,0,0,0.07,0.1
2026-05-23 14:19:02,94,charging,True,-1,0,0,0,0.07,0.28
2026-05-23 14:20:02,95,charging,True,-1,0,0,0,0.06,2.59
2026-05-23 14:21:02,95,charging,True,-1,0,0,0,0.05,0.07
2026-05-23 14:22:02,95,charging,True,-1,0,0,0,0.15,0.13
2026-05-23 14:23:02,95,discharging,False,28262,0,0,0,0.05,0.06
2026-05-23 14:24:02,95,discharging,False,32472,0,0,0,0.05,0.06
2026-05-23 14:25:02,95,discharging,False,17254,0,5,798,0.38,1.56
2026-05-23 14:26:02,94,discharging,False,14687,0,0,572,0.5,0.35
2026-05-23 14:27:02,94,discharging,False,11753,0,0,0,0.32,0.87
2026-05-23 14:28:02,94,discharging,False,44598,0,0,0,0.09,4.32
2026-05-23 14:29:02,94,discharging,False,36082,0,0,0,0.09,0.14
2026-05-23 14:30:02,94,discharging,False,124963,0,0,0,0.42,0.23
2026-05-23 14:31:02,94,discharging,False,103921,0,0,0,0.05,0.11
2026-05-23 14:32:02,93,discharging,False,63420,0,0,0,0.04,0.08
2026-05-23 14:33:02,93,discharging,False,118648,0,0,0,0.04,0.08
2026-05-23 14:34:02,93,discharging,False,118585,0,3,0,0.08,0.1
2026-05-23 14:35:02,93,discharging,False,27746,0,0,122,0.22,0.2
2026-05-23 14:36:02,93,discharging,False,40106,0,1,0,0.1,0.07
2026-05-23 14:37:02,93,discharging,False,29233,0,1,0,0.14,0.09
2026-05-23 14:38:02,93,discharging,False,37022,0,0,0,0.06,0.09
2026-05-23 14:39:02,93,discharging,False,36480,0,0,0,0.06,0.1
2026-05-23 14:40:02,92,discharging,False,40078,0,0,0,0.08,0.19
2026-05-23 14:41:02,92,discharging,False,42508,0,0,0,0.05,0.06
2026-05-23 14:42:02,92,discharging,False,27817,0,1,0,0.1,0.23
2026-05-23 14:43:02,92,discharging,False,40574,0,0,0,0.06,0.15
2026-05-23 14:44:02,92,discharging,False,25106,0,1,0,0.11,0.08
2026-05-23 14:45:02,92,discharging,False,26960,0,10,0,0.71,0.11
2026-05-23 14:46:02,91,discharging,False,26028,0,1,0,0.11,0.07
2026-05-23 14:47:02,91,discharging,False,17714,0,15,0,0.54,0.11
2026-05-23 14:48:02,91,discharging,False,28309,0,1,0,0.15,0.21
2026-05-23 14:49:02,91,discharging,False,28735,0,1,0,0.14,0.09
2026-05-23 14:50:02,91,discharging,False,29180,0,2,0,0.15,0.17
2026-05-23 14:51:02,91,discharging,False,35223,0,2,0,0.14,0.07
2026-05-23 14:52:02,90,discharging,False,28183,0,1,0,0.1,0.07
2026-05-23 14:53:02,90,discharging,False,20083,0,1,0,0.12,0.41
2026-05-23 14:54:02,90,discharging,False,43585,0,0,0,0.07,0.08
2026-05-23 14:55:02,90,discharging,False,38038,0,0,0,0.07,0.13
2026-05-23 14:56:02,90,discharging,False,26355,0,4,473,0.53,2.9
2026-05-23 14:57:02,89,discharging,False,18088,0,6,1715,0.69,7.97
2026-05-23 14:58:02,89,discharging,False,27794,0,2,388,0.31,14.3
2026-05-23 14:59:02,89,discharging,False,33371,0,5,9,0.51,0.2
2026-05-23 15:00:02,89,discharging,False,19582,0,2,920,2.33,8.99
2026-05-23 15:01:02,88,discharging,False,24254,0,0,200,0.21,1.36
2026-05-23 15:02:02,88,discharging,False,21747,0,0,702,0.52,20.72
2026-05-23 15:03:03,88,discharging,False,24186,0,2,31,0.06,0.08
2026-05-23 15:04:03,88,discharging,False,28632,0,0,450,0.23,3.32
2026-05-23 15:05:03,88,discharging,False,17798,0,0,751,0.34,4.95
2026-05-23 15:06:03,87,discharging,False,27581,0,36,481,0.43,3.12
2026-05-23 15:07:03,87,discharging,False,27318,0,0,563,0.13,1.21
2026-05-23 15:08:03,87,discharging,False,26832,0,13,482,0.08,0.11
2026-05-23 15:09:03,87,discharging,False,23374,0,0,1306,0.48,1.48
2026-05-23 15:10:03,86,discharging,False,27819,0,3,0,0.16,0.33
2026-05-23 15:11:03,86,discharging,False,23240,0,0,0,0.05,0.08
